id;date;count
8768;13.10.42;4388
8769;14.10.42;4388,5
8770;15.10.42;4389
8771;16.10.42;4389,5
8772;17.10.42;4390
8773;18.10.42;4390,5
8774;19.10.42;4391
8775;20.10.42;4391,5
8776;21.10.42;4392
8777;22.10.42;4392,5
8778;23.10.42;4393
8779;24.10.42;4393,5
8780;25.10.42;4394
8781;26.10.42;4394,5
8782;27.10.42;4395
8783;28.10.42;4395,5
8784;29.10.42;4396
8785;30.10.42;4396,5
8786;31.10.42;4397
8787;01.11.42;4397,5
8788;02.11.42;4398
8789;03.11.42;4398,5
8790;04.11.42;4399
8791;05.11.42;4399,5
8792;06.11.42;4400
8793;07.11.42;4400,5
8794;08.11.42;4401
8795;09.11.42;4401,5
8796;10.11.42;4402
8797;11.11.42;4402,5
8798;12.11.42;4403
8799;13.11.42;4403,5
8800;14.11.42;4404
8801;15.11.42;4404,5
8802;16.11.42;4405
8803;17.11.42;4405,5
8804;18.11.42;4406
8805;19.11.42;4406,5
8806;20.11.42;4407
8807;21.11.42;4407,5
8808;22.11.42;4408
8809;23.11.42;4408,5
8810;24.11.42;4409
8811;25.11.42;4409,5
8812;26.11.42;4410
8813;27.11.42;4410,5
8814;28.11.42;4411
8815;29.11.42;4411,5
8816;30.11.42;4412
8817;01.12.42;4412,5
8818;02.12.42;4413
8819;03.12.42;4413,5
8820;04.12.42;4414
8821;05.12.42;4414,5
8822;06.12.42;4415
8823;07.12.42;4415,5
8824;08.12.42;4416
8825;09.12.42;4416,5
8826;10.12.42;4417
8827;11.12.42;4417,5
8828;12.12.42;4418
8829;13.12.42;4418,5
8830;14.12.42;4419
8831;15.12.42;4419,5
8832;16.12.42;4420
8833;17.12.42;4420,5
8834;18.12.42;4421
8835;19.12.42;4421,5
8836;20.12.42;4422
8837;21.12.42;4422,5
8838;22.12.42;4423
8839;23.12.42;4423,5
8840;24.12.42;4424
8841;25.12.42;4424,5
8842;26.12.42;4425
8843;27.12.42;4425,5
8844;28.12.42;4426
8845;29.12.42;4426,5
8846;30.12.42;4427
8847;31.12.42;4427,5
8848;01.01.43;4428
8849;02.01.43;4428,5
8850;03.01.43;4429
8851;04.01.43;4429,5
8852;05.01.43;4430
8853;06.01.43;4430,5
8854;07.01.43;4431
8855;08.01.43;4431,5
8856;09.01.43;4432
8857;10.01.43;4432,5
8858;11.01.43;4433
8859;12.01.43;4433,5
8860;13.01.43;4434
8861;14.01.43;4434,5
8862;15.01.43;4435
8863;16.01.43;4435,5
8864;17.01.43;4436
8865;18.01.43;4436,5
8866;19.01.43;4437
8867;20.01.43;4437,5
8868;21.01.43;4438
8869;22.01.43;4438,5
8870;23.01.43;4439
8871;24.01.43;4439,5
8872;25.01.43;4440
8873;26.01.43;4440,5
8874;27.01.43;4441
8875;28.01.43;4441,5
8876;29.01.43;4442
8877;30.01.43;4442,5
8878;31.01.43;4443
8879;01.02.43;4443,5
8880;02.02.43;4444
8881;03.02.43;4444,5
8882;04.02.43;4445
8883;05.02.43;4445,5
8884;06.02.43;4446
8885;07.02.43;4446,5
8886;08.02.43;4447
8887;09.02.43;4447,5
8888;10.02.43;4448
8889;11.02.43;4448,5
8890;12.02.43;4449
8891;13.02.43;4449,5
8892;14.02.43;4450
8893;15.02.43;4450,5
8894;16.02.43;4451
8895;17.02.43;4451,5
8896;18.02.43;4452
8897;19.02.43;4452,5
8898;20.02.43;4453
8899;21.02.43;4453,5
8900;22.02.43;4454
8901;23.02.43;4454,5
8902;24.02.43;4455
8903;25.02.43;4455,5
8904;26.02.43;4456
8905;27.02.43;4456,5
8906;28.02.43;4457
8907;01.03.43;4457,5
8908;02.03.43;4458
8909;03.03.43;4458,5
8910;04.03.43;4459
8911;05.03.43;4459,5
8912;06.03.43;4460
8913;07.03.43;4460,5
8914;08.03.43;4461
8915;09.03.43;4461,5
8916;10.03.43;4462
8917;11.03.43;4462,5
8918;12.03.43;4463
8919;13.03.43;4463,5
8920;14.03.43;4464
8921;15.03.43;4464,5
8922;16.03.43;4465
8923;17.03.43;4465,5
8924;18.03.43;4466
8925;19.03.43;4466,5
8926;20.03.43;4467
8927;21.03.43;4467,5
8928;22.03.43;4468
8929;23.03.43;4468,5
8930;24.03.43;4469
8931;25.03.43;4469,5
8932;26.03.43;4470
8933;27.03.43;4470,5
8934;28.03.43;4471
8935;29.03.43;4471,5
8936;30.03.43;4472
8937;31.03.43;4472,5
8938;01.04.43;4473
8939;02.04.43;4473,5
8940;03.04.43;4474
8941;04.04.43;4474,5
8942;05.04.43;4475
8943;06.04.43;4475,5
8944;07.04.43;4476
8945;08.04.43;4476,5
8946;09.04.43;4477
8947;10.04.43;4477,5
8948;11.04.43;4478
8949;12.04.43;4478,5
8950;13.04.43;4479
8951;14.04.43;4479,5
8952;15.04.43;4480
8953;16.04.43;4480,5
8954;17.04.43;4481
8955;18.04.43;4481,5
8956;19.04.43;4482
8957;20.04.43;4482,5
8958;21.04.43;4483
8959;22.04.43;4483,5
8960;23.04.43;4484
8961;24.04.43;4484,5
8962;25.04.43;4485
8963;26.04.43;4485,5
8964;27.04.43;4486
8965;28.04.43;4486,5
8966;29.04.43;4487
8967;30.04.43;4487,5
8968;01.05.43;4488
8969;02.05.43;4488,5
8970;03.05.43;4489
8971;04.05.43;4489,5
8972;05.05.43;4490
8973;06.05.43;4490,5
8974;07.05.43;4491
8975;08.05.43;4491,5
8976;09.05.43;4492
8977;10.05.43;4492,5
8978;11.05.43;4493
8979;12.05.43;4493,5
8980;13.05.43;4494
8981;14.05.43;4494,5
8982;15.05.43;4495
8983;16.05.43;4495,5
8984;17.05.43;4496
8985;18.05.43;4496,5
8986;19.05.43;4497
8987;20.05.43;4497,5
8988;21.05.43;4498
8989;22.05.43;4498,5
8990;23.05.43;4499
8991;24.05.43;4499,5
8992;25.05.43;4500
8993;26.05.43;4500,5
8994;27.05.43;4501
8995;28.05.43;4501,5
8996;29.05.43;4502
8997;30.05.43;4502,5
8998;31.05.43;4503
8999;01.06.43;4503,5
9000;02.06.43;4504
9001;03.06.43;4504,5
9002;04.06.43;4505
9003;05.06.43;4505,5
9004;06.06.43;4506
9005;07.06.43;4506,5
9006;08.06.43;4507
9007;09.06.43;4507,5
9008;10.06.43;4508
9009;11.06.43;4508,5
9010;12.06.43;4509
9011;13.06.43;4509,5
9012;14.06.43;4510
9013;15.06.43;4510,5
9014;16.06.43;4511
9015;17.06.43;4511,5
9016;18.06.43;4512
9017;19.06.43;4512,5
9018;20.06.43;4513
9019;21.06.43;4513,5
9020;22.06.43;4514
9021;23.06.43;4514,5
9022;24.06.43;4515
9023;25.06.43;4515,5
9024;26.06.43;4516
9025;27.06.43;4516,5
9026;28.06.43;4517
9027;29.06.43;4517,5
9028;30.06.43;4518
9029;01.07.43;4518,5
9030;02.07.43;4519
9031;03.07.43;4519,5
9032;04.07.43;4520
9033;05.07.43;4520,5
9034;06.07.43;4521
9035;07.07.43;4521,5
9036;08.07.43;4522
9037;09.07.43;4522,5
9038;10.07.43;4523
9039;11.07.43;4523,5
9040;12.07.43;4524
9041;13.07.43;4524,5
9042;14.07.43;4525
9043;15.07.43;4525,5
9044;16.07.43;4526
9045;17.07.43;4526,5
9046;18.07.43;4527
9047;19.07.43;4527,5
9048;20.07.43;4528
9049;21.07.43;4528,5
9050;22.07.43;4529
9051;23.07.43;4529,5
9052;24.07.43;4530
9053;25.07.43;4530,5
9054;26.07.43;4531
9055;27.07.43;4531,5
9056;28.07.43;4532
9057;29.07.43;4532,5
9058;30.07.43;4533
9059;31.07.43;4533,5
9060;01.08.43;4534
9061;02.08.43;4534,5
9062;03.08.43;4535
9063;04.08.43;4535,5
9064;05.08.43;4536
9065;06.08.43;4536,5
9066;07.08.43;4537
9067;08.08.43;4537,5
9068;09.08.43;4538
9069;10.08.43;4538,5
9070;11.08.43;4539
9071;12.08.43;4539,5
9072;13.08.43;4540
9073;14.08.43;4540,5
9074;15.08.43;4541
9075;16.08.43;4541,5
9076;17.08.43;4542
9077;18.08.43;4542,5
9078;19.08.43;4543
9079;20.08.43;4543,5
9080;21.08.43;4544
9081;22.08.43;4544,5
9082;23.08.43;4545
9083;24.08.43;4545,5
9084;25.08.43;4546
9085;26.08.43;4546,5
9086;27.08.43;4547
9087;28.08.43;4547,5
9088;29.08.43;4548
9089;30.08.43;4548,5
9090;31.08.43;4549
9091;01.09.43;4549,5
9092;02.09.43;4550
9093;03.09.43;4550,5
9094;04.09.43;4551
9095;05.09.43;4551,5
9096;06.09.43;4552
9097;07.09.43;4552,5
9098;08.09.43;4553
9099;09.09.43;4553,5
9100;10.09.43;4554
9101;11.09.43;4554,5
9102;12.09.43;4555
9103;13.09.43;4555,5
9104;14.09.43;4556
9105;15.09.43;4556,5
9106;16.09.43;4557
9107;17.09.43;4557,5
9108;18.09.43;4558
9109;19.09.43;4558,5
9110;20.09.43;4559
9111;21.09.43;4559,5
9112;22.09.43;4560
9113;23.09.43;4560,5
9114;24.09.43;4561
9115;25.09.43;4561,5
9116;26.09.43;4562
9117;27.09.43;4562,5
9118;28.09.43;4563
9119;29.09.43;4563,5
9120;30.09.43;4564
9121;01.10.43;4564,5
9122;02.10.43;4565
9123;03.10.43;4565,5
9124;04.10.43;4566
9125;05.10.43;4566,5
9126;06.10.43;4567
9127;07.10.43;4567,5
9128;08.10.43;4568
9129;09.10.43;4568,5
9130;10.10.43;4569
9131;11.10.43;4569,5
9132;12.10.43;4570
9133;13.10.43;4570,5
9134;14.10.43;4571
9135;15.10.43;4571,5
9136;16.10.43;4572
9137;17.10.43;4572,5
9138;18.10.43;4573
9139;19.10.43;4573,5
9140;20.10.43;4574
9141;21.10.43;4574,5
9142;22.10.43;4575
9143;23.10.43;4575,5
9144;24.10.43;4576
9145;25.10.43;4576,5
9146;26.10.43;4577
9147;27.10.43;4577,5
9148;28.10.43;4578
9149;29.10.43;4578,5
9150;30.10.43;4579
9151;31.10.43;4579,5
9152;01.11.43;4580
9153;02.11.43;4580,5
9154;03.11.43;4581
9155;04.11.43;4581,5
9156;05.11.43;4582
9157;06.11.43;4582,5
9158;07.11.43;4583
9159;08.11.43;4583,5
9160;09.11.43;4584
9161;10.11.43;4584,5
9162;11.11.43;4585
9163;12.11.43;4585,5
9164;13.11.43;4586
9165;14.11.43;4586,5
9166;15.11.43;4587
9167;16.11.43;4587,5
9168;17.11.43;4588
9169;18.11.43;4588,5
9170;19.11.43;4589
9171;20.11.43;4589,5
9172;21.11.43;4590
9173;22.11.43;4590,5
9174;23.11.43;4591
9175;24.11.43;4591,5
9176;25.11.43;4592
9177;26.11.43;4592,5
9178;27.11.43;4593
9179;28.11.43;4593,5
9180;29.11.43;4594
9181;30.11.43;4594,5
9182;01.12.43;4595
9183;02.12.43;4595,5
9184;03.12.43;4596
9185;04.12.43;4596,5
9186;05.12.43;4597
9187;06.12.43;4597,5
9188;07.12.43;4598
9189;08.12.43;4598,5
9190;09.12.43;4599
9191;10.12.43;4599,5
9192;11.12.43;4600
9193;12.12.43;4600,5
9194;13.12.43;4601
9195;14.12.43;4601,5
9196;15.12.43;4602
9197;16.12.43;4602,5
9198;17.12.43;4603
9199;18.12.43;4603,5
9200;19.12.43;4604
9201;20.12.43;4604,5
9202;21.12.43;4605
9203;22.12.43;4605,5
9204;23.12.43;4606
9205;24.12.43;4606,5
9206;25.12.43;4607
9207;26.12.43;4607,5
9208;27.12.43;4608
9209;28.12.43;4608,5
9210;29.12.43;4609
9211;30.12.43;4609,5
9212;31.12.43;4610
9213;01.01.44;4610,5
9214;02.01.44;4611
9215;03.01.44;4611,5
9216;04.01.44;4612
9217;05.01.44;4612,5
9218;06.01.44;4613
9219;07.01.44;4613,5
9220;08.01.44;4614
9221;09.01.44;4614,5
9222;10.01.44;4615
9223;11.01.44;4615,5
9224;12.01.44;4616
9225;13.01.44;4616,5
9226;14.01.44;4617
9227;15.01.44;4617,5
9228;16.01.44;4618
9229;17.01.44;4618,5
9230;18.01.44;4619
9231;19.01.44;4619,5
9232;20.01.44;4620
9233;21.01.44;4620,5
9234;22.01.44;4621
9235;23.01.44;4621,5
9236;24.01.44;4622
9237;25.01.44;4622,5
9238;26.01.44;4623
9239;27.01.44;4623,5
9240;28.01.44;4624
9241;29.01.44;4624,5
9242;30.01.44;4625
9243;31.01.44;4625,5
9244;01.02.44;4626
9245;02.02.44;4626,5
9246;03.02.44;4627
9247;04.02.44;4627,5
9248;05.02.44;4628
9249;06.02.44;4628,5
9250;07.02.44;4629
9251;08.02.44;4629,5
9252;09.02.44;4630
9253;10.02.44;4630,5
9254;11.02.44;4631
9255;12.02.44;4631,5
9256;13.02.44;4632
9257;14.02.44;4632,5
9258;15.02.44;4633
9259;16.02.44;4633,5
9260;17.02.44;4634
9261;18.02.44;4634,5
9262;19.02.44;4635
9263;20.02.44;4635,5
9264;21.02.44;4636
9265;22.02.44;4636,5
9266;23.02.44;4637
9267;24.02.44;4637,5
9268;25.02.44;4638
9269;26.02.44;4638,5
9270;27.02.44;4639
9271;28.02.44;4639,5
9272;29.02.44;4640
9273;01.03.44;4640,5
9274;02.03.44;4641
9275;03.03.44;4641,5
9276;04.03.44;4642
9277;05.03.44;4642,5
9278;06.03.44;4643
9279;07.03.44;4643,5
9280;08.03.44;4644
9281;09.03.44;4644,5
9282;10.03.44;4645
9283;11.03.44;4645,5
9284;12.03.44;4646
9285;13.03.44;4646,5
9286;14.03.44;4647
9287;15.03.44;4647,5
9288;16.03.44;4648
9289;17.03.44;4648,5
9290;18.03.44;4649
9291;19.03.44;4649,5
9292;20.03.44;4650
9293;21.03.44;4650,5
9294;22.03.44;4651
9295;23.03.44;4651,5
9296;24.03.44;4652
9297;25.03.44;4652,5
9298;26.03.44;4653
9299;27.03.44;4653,5
9300;28.03.44;4654
9301;29.03.44;4654,5
9302;30.03.44;4655
9303;31.03.44;4655,5
9304;01.04.44;4656
9305;02.04.44;4656,5
9306;03.04.44;4657
9307;04.04.44;4657,5
9308;05.04.44;4658
9309;06.04.44;4658,5
9310;07.04.44;4659
9311;08.04.44;4659,5
9312;09.04.44;4660
9313;10.04.44;4660,5
9314;11.04.44;4661
9315;12.04.44;4661,5
9316;13.04.44;4662
9317;14.04.44;4662,5
9318;15.04.44;4663
9319;16.04.44;4663,5
9320;17.04.44;4664
9321;18.04.44;4664,5
9322;19.04.44;4665
9323;20.04.44;4665,5
9324;21.04.44;4666
9325;22.04.44;4666,5
9326;23.04.44;4667
9327;24.04.44;4667,5
9328;25.04.44;4668
9329;26.04.44;4668,5
9330;27.04.44;4669
9331;28.04.44;4669,5
9332;29.04.44;4670
9333;30.04.44;4670,5
9334;01.05.44;4671
9335;02.05.44;4671,5
9336;03.05.44;4672
9337;04.05.44;4672,5
9338;05.05.44;4673
9339;06.05.44;4673,5
9340;07.05.44;4674
9341;08.05.44;4674,5
9342;09.05.44;4675
9343;10.05.44;4675,5
9344;11.05.44;4676
9345;12.05.44;4676,5
9346;13.05.44;4677
9347;14.05.44;4677,5
9348;15.05.44;4678
9349;16.05.44;4678,5
9350;17.05.44;4679
9351;18.05.44;4679,5
9352;19.05.44;4680
9353;20.05.44;4680,5
9354;21.05.44;4681
9355;22.05.44;4681,5
9356;23.05.44;4682
9357;24.05.44;4682,5
9358;25.05.44;4683
9359;26.05.44;4683,5
9360;27.05.44;4684
9361;28.05.44;4684,5
9362;29.05.44;4685
9363;30.05.44;4685,5
9364;31.05.44;4686
9365;01.06.44;4686,5
9366;02.06.44;4687
9367;03.06.44;4687,5
9368;04.06.44;4688
9369;05.06.44;4688,5
9370;06.06.44;4689
9371;07.06.44;4689,5
9372;08.06.44;4690
9373;09.06.44;4690,5
9374;10.06.44;4691
9375;11.06.44;4691,5
9376;12.06.44;4692
9377;13.06.44;4692,5
9378;14.06.44;4693
9379;15.06.44;4693,5
9380;16.06.44;4694
9381;17.06.44;4694,5
9382;18.06.44;4695
9383;19.06.44;4695,5
9384;20.06.44;4696
9385;21.06.44;4696,5
9386;22.06.44;4697
9387;23.06.44;4697,5
9388;24.06.44;4698
9389;25.06.44;4698,5
9390;26.06.44;4699
9391;27.06.44;4699,5
9392;28.06.44;4700
9393;29.06.44;4700,5
9394;30.06.44;4701
9395;01.07.44;4701,5
9396;02.07.44;4702
9397;03.07.44;4702,5
9398;04.07.44;4703
9399;05.07.44;4703,5
9400;06.07.44;4704
9401;07.07.44;4704,5
9402;08.07.44;4705
9403;09.07.44;4705,5
9404;10.07.44;4706
9405;11.07.44;4706,5
9406;12.07.44;4707
9407;13.07.44;4707,5
9408;14.07.44;4708
9409;15.07.44;4708,5
9410;16.07.44;4709
9411;17.07.44;4709,5
9412;18.07.44;4710
9413;19.07.44;4710,5
9414;20.07.44;4711
9415;21.07.44;4711,5
9416;22.07.44;4712
9417;23.07.44;4712,5
9418;24.07.44;4713
9419;25.07.44;4713,5
9420;26.07.44;4714
9421;27.07.44;4714,5
9422;28.07.44;4715
9423;29.07.44;4715,5
9424;30.07.44;4716
9425;31.07.44;4716,5
9426;01.08.44;4717
9427;02.08.44;4717,5
9428;03.08.44;4718
9429;04.08.44;4718,5
9430;05.08.44;4719
9431;06.08.44;4719,5
9432;07.08.44;4720
9433;08.08.44;4720,5
9434;09.08.44;4721
9435;10.08.44;4721,5
9436;11.08.44;4722
9437;12.08.44;4722,5
9438;13.08.44;4723
9439;14.08.44;4723,5
9440;15.08.44;4724
9441;16.08.44;4724,5
9442;17.08.44;4725
9443;18.08.44;4725,5
9444;19.08.44;4726
9445;20.08.44;4726,5
9446;21.08.44;4727
9447;22.08.44;4727,5
9448;23.08.44;4728
9449;24.08.44;4728,5
9450;25.08.44;4729
9451;26.08.44;4729,5
9452;27.08.44;4730
9453;28.08.44;4730,5
9454;29.08.44;4731
9455;30.08.44;4731,5
9456;31.08.44;4732
9457;01.09.44;4732,5
9458;02.09.44;4733
9459;03.09.44;4733,5
9460;04.09.44;4734
9461;05.09.44;4734,5
9462;06.09.44;4735
9463;07.09.44;4735,5
9464;08.09.44;4736
9465;09.09.44;4736,5
9466;10.09.44;4737
9467;11.09.44;4737,5
9468;12.09.44;4738
9469;13.09.44;4738,5
9470;14.09.44;4739
9471;15.09.44;4739,5
9472;16.09.44;4740
9473;17.09.44;4740,5
9474;18.09.44;4741
9475;19.09.44;4741,5
9476;20.09.44;4742
9477;21.09.44;4742,5
9478;22.09.44;4743
9479;23.09.44;4743,5
9480;24.09.44;4744
9481;25.09.44;4744,5
9482;26.09.44;4745
9483;27.09.44;4745,5
9484;28.09.44;4746
9485;29.09.44;4746,5
9486;30.09.44;4747
9487;01.10.44;4747,5
9488;02.10.44;4748
9489;03.10.44;4748,5
9490;04.10.44;4749
9491;05.10.44;4749,5
9492;06.10.44;4750
9493;07.10.44;4750,5
9494;08.10.44;4751
9495;09.10.44;4751,5
9496;10.10.44;4752
9497;11.10.44;4752,5
9498;12.10.44;4753
9499;13.10.44;4753,5
9500;14.10.44;4754
9501;15.10.44;4754,5
9502;16.10.44;4755
9503;17.10.44;4755,5
9504;18.10.44;4756
9505;19.10.44;4756,5
9506;20.10.44;4757
9507;21.10.44;4757,5
9508;22.10.44;4758
9509;23.10.44;4758,5
9510;24.10.44;4759
9511;25.10.44;4759,5
9512;26.10.44;4760
9513;27.10.44;4760,5
9514;28.10.44;4761
9515;29.10.44;4761,5
9516;30.10.44;4762
9517;31.10.44;4762,5
9518;01.11.44;4763
9519;02.11.44;4763,5
9520;03.11.44;4764
9521;04.11.44;4764,5
9522;05.11.44;4765
9523;06.11.44;4765,5
9524;07.11.44;4766
9525;08.11.44;4766,5
9526;09.11.44;4767
9527;10.11.44;4767,5
9528;11.11.44;4768
9529;12.11.44;4768,5
9530;13.11.44;4769
9531;14.11.44;4769,5
9532;15.11.44;4770
9533;16.11.44;4770,5
9534;17.11.44;4771
9535;18.11.44;4771,5
9536;19.11.44;4772
9537;20.11.44;4772,5
9538;21.11.44;4773
9539;22.11.44;4773,5
9540;23.11.44;4774
9541;24.11.44;4774,5
9542;25.11.44;4775
9543;26.11.44;4775,5
9544;27.11.44;4776
9545;28.11.44;4776,5
9546;29.11.44;4777
9547;30.11.44;4777,5
9548;01.12.44;4778
9549;02.12.44;4778,5
9550;03.12.44;4779
9551;04.12.44;4779,5
9552;05.12.44;4780
9553;06.12.44;4780,5
9554;07.12.44;4781
9555;08.12.44;4781,5
9556;09.12.44;4782
9557;10.12.44;4782,5
9558;11.12.44;4783
9559;12.12.44;4783,5
9560;13.12.44;4784
9561;14.12.44;4784,5
9562;15.12.44;4785
9563;16.12.44;4785,5
9564;17.12.44;4786
9565;18.12.44;4786,5
9566;19.12.44;4787
9567;20.12.44;4787,5
9568;21.12.44;4788
9569;22.12.44;4788,5
9570;23.12.44;4789
9571;24.12.44;4789,5
9572;25.12.44;4790
9573;26.12.44;4790,5
9574;27.12.44;4791
9575;28.12.44;4791,5
9576;29.12.44;4792
9577;30.12.44;4792,5
9578;31.12.44;4793
9579;01.01.45;4793,5
9580;02.01.45;4794
9581;03.01.45;4794,5
9582;04.01.45;4795
9583;05.01.45;4795,5
9584;06.01.45;4796
9585;07.01.45;4796,5
9586;08.01.45;4797
9587;09.01.45;4797,5
9588;10.01.45;4798
9589;11.01.45;4798,5
9590;12.01.45;4799
9591;13.01.45;4799,5
9592;14.01.45;4800
9593;15.01.45;4800,5
9594;16.01.45;4801
9595;17.01.45;4801,5
9596;18.01.45;4802
9597;19.01.45;4802,5
9598;20.01.45;4803
9599;21.01.45;4803,5
9600;22.01.45;4804
9601;23.01.45;4804,5
9602;24.01.45;4805
9603;25.01.45;4805,5
9604;26.01.45;4806
9605;27.01.45;4806,5
9606;28.01.45;4807
9607;29.01.45;4807,5
9608;30.01.45;4808
9609;31.01.45;4808,5
9610;01.02.45;4809
9611;02.02.45;4809,5
9612;03.02.45;4810
9613;04.02.45;4810,5
9614;05.02.45;4811
9615;06.02.45;4811,5
9616;07.02.45;4812
9617;08.02.45;4812,5
9618;09.02.45;4813
9619;10.02.45;4813,5
9620;11.02.45;4814
9621;12.02.45;4814,5
9622;13.02.45;4815
9623;14.02.45;4815,5
9624;15.02.45;4816
9625;16.02.45;4816,5
9626;17.02.45;4817
9627;18.02.45;4817,5
9628;19.02.45;4818
9629;20.02.45;4818,5
9630;21.02.45;4819
9631;22.02.45;4819,5
9632;23.02.45;4820
9633;24.02.45;4820,5
9634;25.02.45;4821
9635;26.02.45;4821,5
9636;27.02.45;4822
9637;28.02.45;4822,5
9638;01.03.45;4823
9639;02.03.45;4823,5
9640;03.03.45;4824
9641;04.03.45;4824,5
9642;05.03.45;4825
9643;06.03.45;4825,5
9644;07.03.45;4826
9645;08.03.45;4826,5
9646;09.03.45;4827
9647;10.03.45;4827,5
9648;11.03.45;4828
9649;12.03.45;4828,5
9650;13.03.45;4829
9651;14.03.45;4829,5
9652;15.03.45;4830
9653;16.03.45;4830,5
9654;17.03.45;4831
9655;18.03.45;4831,5
9656;19.03.45;4832
9657;20.03.45;4832,5
9658;21.03.45;4833
9659;22.03.45;4833,5
9660;23.03.45;4834
9661;24.03.45;4834,5
9662;25.03.45;4835
9663;26.03.45;4835,5
9664;27.03.45;4836
9665;28.03.45;4836,5
9666;29.03.45;4837
9667;30.03.45;4837,5
9668;31.03.45;4838
9669;01.04.45;4838,5
9670;02.04.45;4839
9671;03.04.45;4839,5
9672;04.04.45;4840
9673;05.04.45;4840,5
9674;06.04.45;4841
9675;07.04.45;4841,5
9676;08.04.45;4842
9677;09.04.45;4842,5
9678;10.04.45;4843
9679;11.04.45;4843,5
9680;12.04.45;4844
9681;13.04.45;4844,5
9682;14.04.45;4845
9683;15.04.45;4845,5
9684;16.04.45;4846
9685;17.04.45;4846,5
9686;18.04.45;4847
9687;19.04.45;4847,5
9688;20.04.45;4848
9689;21.04.45;4848,5
9690;22.04.45;4849
9691;23.04.45;4849,5
9692;24.04.45;4850
9693;25.04.45;4850,5
9694;26.04.45;4851
9695;27.04.45;4851,5
9696;28.04.45;4852
9697;29.04.45;4852,5
9698;30.04.45;4853
9699;01.05.45;4853,5
9700;02.05.45;4854
9701;03.05.45;4854,5
9702;04.05.45;4855
9703;05.05.45;4855,5
9704;06.05.45;4856
9705;07.05.45;4856,5
9706;08.05.45;4857
9707;09.05.45;4857,5
9708;10.05.45;4858
9709;11.05.45;4858,5
9710;12.05.45;4859
9711;13.05.45;4859,5
9712;14.05.45;4860
9713;15.05.45;4860,5
9714;16.05.45;4861
9715;17.05.45;4861,5
9716;18.05.45;4862
9717;19.05.45;4862,5
9718;20.05.45;4863
9719;21.05.45;4863,5
9720;22.05.45;4864
9721;23.05.45;4864,5
9722;24.05.45;4865
9723;25.05.45;4865,5
9724;26.05.45;4866
9725;27.05.45;4866,5
9726;28.05.45;4867
9727;29.05.45;4867,5
9728;30.05.45;4868
9729;31.05.45;4868,5
9730;01.06.45;4869
9731;02.06.45;4869,5
9732;03.06.45;4870
9733;04.06.45;4870,5
9734;05.06.45;4871
9735;06.06.45;4871,5
9736;07.06.45;4872
9737;08.06.45;4872,5
9738;09.06.45;4873
9739;10.06.45;4873,5
9740;11.06.45;4874
9741;12.06.45;4874,5
9742;13.06.45;4875
9743;14.06.45;4875,5
9744;15.06.45;4876
9745;16.06.45;4876,5
9746;17.06.45;4877
9747;18.06.45;4877,5
9748;19.06.45;4878
9749;20.06.45;4878,5
9750;21.06.45;4879
9751;22.06.45;4879,5
9752;23.06.45;4880
9753;24.06.45;4880,5
9754;25.06.45;4881
9755;26.06.45;4881,5
9756;27.06.45;4882
9757;28.06.45;4882,5
9758;29.06.45;4883
9759;30.06.45;4883,5
9760;01.07.45;4884
9761;02.07.45;4884,5
9762;03.07.45;4885
9763;04.07.45;4885,5
9764;05.07.45;4886
9765;06.07.45;4886,5
9766;07.07.45;4887
9767;08.07.45;4887,5
9768;09.07.45;4888
9769;10.07.45;4888,5
9770;11.07.45;4889
9771;12.07.45;4889,5
9772;13.07.45;4890
9773;14.07.45;4890,5
9774;15.07.45;4891
9775;16.07.45;4891,5
9776;17.07.45;4892
9777;18.07.45;4892,5
9778;19.07.45;4893
9779;20.07.45;4893,5
9780;21.07.45;4894
9781;22.07.45;4894,5
9782;23.07.45;4895
9783;24.07.45;4895,5
9784;25.07.45;4896
9785;26.07.45;4896,5
9786;27.07.45;4897
9787;28.07.45;4897,5
9788;29.07.45;4898
9789;30.07.45;4898,5
9790;31.07.45;4899
9791;01.08.45;4899,5
9792;02.08.45;4900
9793;03.08.45;4900,5
9794;04.08.45;4901
9795;05.08.45;4901,5
9796;06.08.45;4902
9797;07.08.45;4902,5
9798;08.08.45;4903
9799;09.08.45;4903,5
9800;10.08.45;4904
9801;11.08.45;4904,5
9802;12.08.45;4905
9803;13.08.45;4905,5
9804;14.08.45;4906
9805;15.08.45;4906,5
9806;16.08.45;4907
9807;17.08.45;4907,5
9808;18.08.45;4908
9809;19.08.45;4908,5
9810;20.08.45;4909
9811;21.08.45;4909,5
9812;22.08.45;4910
9813;23.08.45;4910,5
9814;24.08.45;4911
9815;25.08.45;4911,5
9816;26.08.45;4912
9817;27.08.45;4912,5
9818;28.08.45;4913
9819;29.08.45;4913,5
9820;30.08.45;4914
9821;31.08.45;4914,5
9822;01.09.45;4915
9823;02.09.45;4915,5
9824;03.09.45;4916
9825;04.09.45;4916,5
9826;05.09.45;4917
9827;06.09.45;4917,5
9828;07.09.45;4918
9829;08.09.45;4918,5
9830;09.09.45;4919
9831;10.09.45;4919,5
9832;11.09.45;4920
9833;12.09.45;4920,5
9834;13.09.45;4921
9835;14.09.45;4921,5
9836;15.09.45;4922
9837;16.09.45;4922,5
9838;17.09.45;4923
9839;18.09.45;4923,5
9840;19.09.45;4924
9841;20.09.45;4924,5
9842;21.09.45;4925
9843;22.09.45;4925,5
